"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"scale(Population)",0.768035511642833,0.768035511642833,1,300.813248564163,27.8158044731748,2.55470859475629e-07
"scale(Rum_meat_kcal)",6.12152152408541,6.12152152408541,1,313.571768857678,221.702047901498,2.69835584332584e-38
"scale(Dairy_kcal)",1.24479898215276,1.24479898215276,1,342.277443224461,45.0826616361852,7.86990667425908e-11
"scale(FCR_FCF_rum_meat)",0.294048493751191,0.294048493751191,1,271.836205183178,10.6495015970282,0.00124182514145938
"scale(FCR_FCF_dairy)",0.182303196072494,0.182303196072494,1,341.146334073653,6.60244217867041,0.010608177296074
