"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"scale(Rum_feed_water)",0.386057716333959,0.386057716333959,1,551.631118389161,91.4886083750845,3.70319569826638e-20
"scale(Mon_feed_water)",0.118754443264942,0.118754443264942,1,528.824572741976,28.1426281433759,1.6598477232098e-07
"scale(Plant_food_water)",2.92710323231054,2.92710323231054,1,572.983255858225,693.669858065071,8.95216768970787e-101
"scale(Yield)",0.0537820086053387,0.0537820086053387,1,572.902540455152,12.7453510569462,0.000386848371049834
"scale(NUEinc)",7.21023330582392,7.21023330582392,1,571.784301912711,1708.6932427453,6.65878983992074e-174
