Model;Scenario;Region;Variable;Unit;1970;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070
IMAGE-GNM;SSP5_oct2020;INDUS;iN_surplus_arable_kg;kgN/yr;17741733560.0;21475153460.0;23403147670.0;22119716560.0;21563137280.0;20647793000.0;18958398380.0;18242620440.0;16656908190.0;17020442850.0;17688710630.0;18548278180.0;19385563100.0;20063557780.0;20758889780.0;21274866380.0;21801080320.0;22287914940.0;22757404890.0;23097763650.0;23462166300.0
IMAGE-GNM;SSP5_oct2020;ROW;iN_surplus_arable_kg;kgN/yr;11216597590.0;14383511510.0;18228629370.0;21331623420.0;22817242840.0;20818413680.0;22867651160.0;23383447980.0;25419540740.0;26515723370.0;29663015300.0;33216796560.0;36850559360.0;40972937870.0;44677574720.0;47421944130.0;50200019700.0;51986263700.0;53757828050.0;54724278510.0;55683801600.0
IMAGE-GNM;SSP5_oct2020;WRLD;iN_surplus_arable_kg;kgN/yr;40220926000.0;50925793000.0;65639506000.0;72328724000.0;79659540000.0;80794354000.0;81118183000.0;87407231000.0;93966778000.0;96386482000.0;1.0374466e+11;1.1093303e+11;1.1820064e+11;1.2458584e+11;1.3060977e+11;1.3485316e+11;1.392351e+11;1.4247299e+11;1.4568032e+11;1.4758427e+11;1.4951416e+11
IMAGE-GNM;SSP5_oct2020;BRIC;iN_surplus_gras_kg;kgN/yr;5971674520.0;6671356410.0;7347133820.0;7828463940.0;8568803170.0;8908068080.0;9163232220.0;9570101840.0;9769361170.0;9976641720.0;10445847420.0;10881924140.0;11226885490.0;11688350470.0;12225711890.0;12487182650.0;12686972770.0;12801355890.0;12855700390.0;12782080990.0;12629498320.0
IMAGE-GNM;SSP5_oct2020;INDUS;iN_surplus_gras_kg;kgN/yr;10060681638.0;10793548352.0;10720918184.0;10677011152.0;10304420742.0;9499785084.0;9360792184.0;9224730268.0;8872767316.0;8697008076.0;8261463504.0;8131364832.0;8357909752.0;8693353128.0;8993365022.0;9385757618.0;9769255692.0;10027078028.0;10278474378.0;10474494854.0;10662758774.0
IMAGE-GNM;SSP5_oct2020;ROW;iN_surplus_gras_kg;kgN/yr;12303511950.0;12760650044.0;13644457639.2;14083279078.0;14607157671.0;14957947910.5;15406330191.0;16282075183.5;16843171511.0;17284512010.0;18770683273.0;19764401241.0;20659307728.0;21412119582.0;22145140280.0;22277584670.0;22250788903.0;22354322764.0;22593502544.0;22589480317.0;22637985592.0
IMAGE-GNM;SSP5_oct2020;WRLD;iN_surplus_gras_kg;kgN/yr;28335868000.0;30225551000.0;31712512000.0;32588751000.0;33480382000.0;33365799000.0;33930351000.0;35076907000.0;35485307000.0;35958161000.0;37477990000.0;38777696000.0;40244105000.0;41793827000.0;43364217000.0;44150522000.0;44707021000.0;45182751000.0;45727674000.0;45846057000.0;45930242000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iNH3_volatization;kgN/yr;3479813576.55;4347292369.8;5869960280.62;7031759849.32;8529137701.48;9702800855.07;9995982632.93;11229717507.7;12861577728.9;13423865723.0;14447590718.0;15267016148.8;16077716038.4;16619912312.5;17250543105.3;17663914244.2;18096669034.9;18398176841.9;18736723192.1;18951892665.4;19171794130.2
IMAGE-GNM;SSP5_oct2020;INDUS;iNH3_volatization;kgN/yr;3768533237.34;4293816737.03;4489489794.22;4567313303.26;4428739326.09;4366092693.95;4464923928.08;4457407420.37;4408053791.82;4680520904.49;4748957913.57;4926699974.08;5143998952.11;5357867892.78;5560865067.26;5747103889.79;5931464926.56;6084385957.97;6226217539.19;6332938410.74;6435595466.44
IMAGE-GNM;SSP5_oct2020;ROW;iNH3_volatization;kgN/yr;4720049167.04;5379927306.91;6335216218.94;7116820309.51;7740767065.67;8036333303.58;8824492171.63;9585513437.9;10389565731.0;11157449417.5;12598882070.5;13803659753.0;14917008436.2;16107084362.7;17158803898.3;17775794628.8;18484122022.9;18938594438.7;19501351291.6;19782158724.7;20112802482.4
IMAGE-GNM;SSP5_oct2020;WRLD;iNH3_volatization;kgN/yr;11968396260.0;14021036190.0;16694665870.0;18715894900.0;20698644330.0;22105226660.0;23285398570.0;25272639060.0;27659196510.0;29261834220.0;31795433620.0;33997374730.0;36138722450.0;38084863240.0;39970211740.0;41186813650.0;42512253470.0;43421159270.0;44464293950.0;45066988090.0;45720192420.0
IMAGE-GNM;SSP5_oct2020;BRIC;iNH3_volatization_arable;kgN/yr;2057388487.99;2728869999.0;4108616305.62;5155633924.12;6477023584.38;7563179622.69;7795504136.06;8952781030.56;10586426856.2;11124763589.9;12011157580.9;12721879894.8;13444847290.4;13869093664.5;14350811399.3;14692762014.2;15062189728.9;15330130991.9;15639502238.1;15869306769.4;16118183774.2
IMAGE-GNM;SSP5_oct2020;INDUS;iNH3_volatization_arable;kgN/yr;1682674320.23;2027161473.59;2278057821.42;2369197235.76;2335138359.59;2387832685.15;2525869102.08;2551477136.47;2554440918.52;2850516276.39;2986036023.07;3153671845.78;3305104188.01;3439228705.58;3571249447.46;3671026341.29;3771209814.76;3861652115.77;3951726263.39;4012672802.04;4073022712.44
IMAGE-GNM;SSP5_oct2020;ROW;iNH3_volatization_arable;kgN/yr;1941873515.32;2451098266.54;3143323553.72;3821405048.86;4312812835.86;4499513032.91;5157907848.06;5676137382.22;6344101657.18;7017137424.24;7976109521.04;8954610533.11;9885702750.11;10916148493.4;11859995169.6;12548480991.0;13326374605.5;13796708515.0;14299426437.2;14593351199.0;14907838030.6
IMAGE-GNM;SSP5_oct2020;WRLD;iNH3_volatization_arable;kgN/yr;5681936110.0;7207129680.0;9529998190.0;11346237330.0;13124974620.0;14450524560.0;15479281940.0;17180395570.0;19484968610.0;20992416300.0;22973305140.0;24830160310.0;26635654190.0;28224469140.0;29782055040.0;30912269800.0;32159771680.0;32988493150.0;33890656810.0;34475329310.0;35099043760.0
IMAGE-GNM;SSP5_oct2020;BRIC;iNH3_volatization_grass;kgN/yr;1422425088.56;1618422370.8;1761343975.0;1876125925.2;2052114117.1;2139621232.38;2200478496.88;2276936477.12;2275150872.7;2299102133.03;2436433137.08;2545136254.0;2632868748.0;2750818648.0;2899731706.0;2971152230.0;3034479306.0;3068045850.0;3097220954.0;3082585896.0;3053610356.0
IMAGE-GNM;SSP5_oct2020;INDUS;iNH3_volatization_grass;kgN/yr;2085858917.11;2266655263.44;2211431972.8;2198116067.5;2093600966.5;1978260008.8;1939054826.0;1905930283.9;1853612873.3;1830004628.1;1762921890.5;1773028128.3;1838894764.1;1918639187.2;1989615619.8;2076077548.5;2160255111.8;2222733842.2;2274491275.8;2320265608.7;2362572754.0
IMAGE-GNM;SSP5_oct2020;ROW;iNH3_volatization_grass;kgN/yr;2778175651.72;2928829040.38;3191892665.22;3295415260.65;3427954229.82;3536820270.67;3666584323.57;3909376055.68;4045464073.79;4140311993.31;4622772549.44;4849049219.94;5031305686.06;5190935869.37;5298808728.75;5227313637.85;5157747417.47;5141885923.65;5201924854.4;5188807525.64;5204964451.75
IMAGE-GNM;SSP5_oct2020;WRLD;iNH3_volatization_grass;kgN/yr;6286460150.0;6813906510.0;7164667680.0;7369657570.0;7573669710.0;7654702100.0;7806116630.0;8092243490.0;8174227900.0;8269417920.0;8822128480.0;9167214420.0;9503068260.0;9860394100.0;10188156700.0;10274543850.0;10352481790.0;10432666120.0;10573637140.0;10591658780.0;10621148660.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5manure;kgP2O5/yr;7953393714.0;8768090710.0;9669423222.0;10602883972.0;11737596180.0;12888414630.0;13281400994.0;13913401088.0;14130011824.0;14483674512.0;15257790952.0;15795394658.0;16297867436.0;17012784880.0;17649553168.0;17952688908.0;18232919118.0;18291268970.0;18347768960.0;18157863884.0;17961629688.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5manure;kgP2O5/yr;10617243592.0;11275148346.0;10981098310.0;10788126950.0;10322691958.0;9822295890.0;9540278592.5;9232687548.0;8896544337.0;8753689858.0;8742237893.0;9154824414.0;9535675877.0;9998776332.0;10446913208.0;10907191969.0;11347228676.0;11682235261.0;12012652928.0;12265205838.0;12509273278.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5manure;kgP2O5/yr;11595727367.0;12349475766.5;13586090376.5;14215138978.6;14931245519.0;15340012220.4;15785350549.1;17019483142.6;18324050819.9;19381712061.6;20963730425.4;21795314936.3;22516107623.8;23299157434.1;23948983215.1;24034820631.3;24086022785.1;24356951988.1;24627099083.2;24663549062.5;24741278962.1
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5manure;kgP2O5/yr;30166366400.0;32392714000.0;34236612000.0;35606147800.0;36991530800.0;38050719900.0;38607033100.0;40165573200.0;41350608300.0;42619078200.0;44963760900.0;46745533700.0;48349648800.0;50310723100.0;52045449100.0;52894705200.0;53666170200.0;54330453700.0;54987521600.0;55086619400.0;55212185900.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5manure_crops;kgP2O5/yr;3568367342.0;3822332980.0;4293348372.0;4907932882.0;5528697860.0;6557558960.0;6863462984.0;7287917008.0;7536214078.0;7815967184.0;8392417422.0;8661901268.0;8959091756.0;9370292340.0;9641081158.0;9778388528.0;9912850828.0;9889043310.0;9866740140.0;9728788084.0;9609683148.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5manure_crops;kgP2O5/yr;3032112600.0;3215105928.0;3260768120.0;3162407030.0;2987467100.0;3306183924.0;3151701768.5;3000298190.0;2870611441.0;2860572692.0;2860516817.0;3024083790.0;3185769161.0;3336665850.0;3496828938.0;3657198603.0;3811451918.0;3924969669.0;4055426492.0;4146304338.0;4241055156.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5manure_crops;kgP2O5/yr;3594883361.0;3980810572.5;4492285267.0;4839409417.0;5162551756.0;5266344484.1;5406824850.5;5966492251.0;6892720899.0;7630939827.0;8522994309.0;8960554264.0;9417561053.5;9912861839.0;10317773201.0;10539884821.5;10732390729.0;10999203406.0;11188038044.5;11285502091.0;11343768104.5
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5manure_crops;kgP2O5/yr;10195364600.0;11018249000.0;12046402000.0;12909748800.0;13678715800.0;15130085900.0;15421991100.0;16254707200.0;17299546300.0;18307480200.0;19775930900.0;20646540700.0;21562420800.0;22619821100.0;23455684100.0;23975475200.0;24456693200.0;24813214700.0;25110205600.0;25160594400.0;25194507900.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5manure_grass;kgP2O5/yr;4385026372.0;4945757730.0;5376074850.0;5694951090.0;6208898320.0;6330855670.0;6417938010.0;6625484080.0;6593797746.0;6667707328.0;6865373530.0;7133493390.0;7338775680.0;7642492540.0;8008472010.0;8174300380.0;8320068290.0;8402225660.0;8481028820.0;8429075800.0;8351946540.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5manure_grass;kgP2O5/yr;7585130992.0;8060042418.0;7720330190.0;7625719920.0;7335224858.0;6516111966.0;6388576824.0;6232389358.0;6025932896.0;5893117166.0;5881721076.0;6130740624.0;6349906716.0;6662110482.0;6950084270.0;7249993366.0;7535776758.0;7757265592.0;7957226436.0;8118901500.0;8268218122.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5manure_grass;kgP2O5/yr;8000844006.03;8368665194.04;9093805109.5;9375729561.56;9768693763.04;10073667736.3;10378525698.6;11052990891.6;11431329920.9;11750772234.6;12440736116.4;12834760672.3;13098546570.3;13386295595.1;13631210014.1;13494935809.8;13353632056.1;13357748582.1;13439061038.8;13378046971.5;13397510857.6
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5manure_grass;kgP2O5/yr;19971001800.0;21374465000.0;22190210000.0;22696399000.0;23312815000.0;22920634000.0;23185042000.0;23910866000.0;24051062000.0;24311598000.0;25187830000.0;26098993000.0;26787228000.0;27690902000.0;28589765000.0;28919230000.0;29209477000.0;29517239000.0;29877316000.0;29926025000.0;30017678000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5fertilizer;kgP2O5/yr;3433636987.5;5388706070.0;8685451278.0;10078677346.0;13980391589.0;13439432876.0;15442299910.0;20459643401.2;26270546393.4;27946010547.0;27872329592.6;26419087058.5;27661772743.0;27994518294.7;29228079539.8;29021795787.7;28916021502.2;28855201188.2;28993232131.0;28924143296.0;28786931798.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5fertilizer;kgP2O5/yr;13900118869.6;14508936510.1;15736260144.2;14086742815.0;11753088795.5;10856901315.0;10064136704.0;10256443067.0;8215129980.0;9922750310.0;9314147791.5;9047284459.8;9564297099.4;10726248896.1;11203607391.9;11686671433.0;11741309500.0;12731108983.0;13001728647.3;13617487791.0;13621848085.1
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5fertilizer;kgP2O5/yr;3404788941.25;5285713719.66;6880460856.85;8892484186.14;9802012871.3;6102379686.8;6672016426.4;7731536247.19;8494332523.5;9764534116.78;11397607593.8;12208145019.7;15247981934.1;17674766533.4;21711502389.2;22590051199.9;25367643426.2;25938513522.0;28665850453.5;28750739187.3;29898312306.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5fertilizer;kgP2O5/yr;20738543720.0;25183356200.0;31302174300.0;33057903000.0;35535492500.0;30398714500.0;32178458500.0;38447626100.0;42980011700.0;47633291400.0;48584078200.0;47674515960.0;52474048900.0;56395526000.0;62143190000.0;63298518700.0;66024987600.0;67524823800.0;70660814100.0;71292370200.0;72307095500.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5fertilizer_arable;kgP2O5/yr;3426338038.0;5378361754.0;8673332280.0;10064194080.0;13966276800.0;13439432876.0;15442299910.0;20458667880.0;26269892580.0;27944918740.0;27771601252.6;26306513048.5;27525406203.0;27839961574.7;29040808079.8;28823214187.7;28708677472.2;28646422358.2;28787734051.0;28719695906.0;28589703848.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5fertilizer_arable;kgP2O5/yr;11938788267.6;12626029292.1;13800053764.2;12392593243.0;10468719951.5;9590320841.0;9028757454.0;9186550279.0;7467912680.0;9069441256.0;8899124681.5;9020261411.8;9539275849.4;10702749982.1;11182698989.9;11666374015.0;11726347616.0;12717001571.0;12988046240.3;13603484355.0;13607987802.1
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5fertilizer_arable;kgP2O5/yr;3325446998.91;5190289319.96;6746692997.71;8727730052.4;9624934540.4;6014785617.7;6561066901.0;7616381315.4;8352450965.9;9600004368.38;10874810880.5;11395644279.5;14267759646.3;16564641455.8;20503126056.9;21410463705.4;24194769942.2;24746679141.0;27421055924.5;27480243976.3;28593881934.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5fertilizer_arable;kgP2O5/yr;18690572120.0;23194680200.0;29220081000.0;31184516000.0;34059930400.0;29044540000.0;31032129700.0;37261602800.0;42090259000.0;46614360800.0;47545530000.0;46722418300.0;51332438900.0;55107345300.0;60726633700.0;61900052100.0;64629808300.0;66110103200.0;69196838900.0;69803424200.0;70791576900.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5fertilizer_grass;kgP2O5/yr;7298949.5;10344316.0;12118998.0;14483266.0;14114789.0;0.0;0.0;975521.19;653813.44;1091807.0;100728340.0;112574010.0;136366540.0;154556720.0;187271460.0;198581600.0;207344030.0;208778830.0;205498080.0;204447390.0;197227950.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5fertilizer_grass;kgP2O5/yr;1961330602.0;1882907218.0;1936206380.0;1694149572.0;1284368844.0;1266580474.0;1035379250.0;1069892788.0;747217300.0;853309054.0;415023110.0;27023048.0;25021250.0;23498914.0;20908402.0;20297418.0;14961884.0;14107412.0;13682407.0;14003436.0;13860283.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5fertilizer_grass;kgP2O5/yr;79341942.34;95424399.7;133767859.14;164754133.74;177078330.9;87594069.1;110949525.4;115154931.79;141881557.6;164529748.4;522796713.229;812500740.11;980222287.81;1110125077.61;1208376332.31;1179587494.5;1172873484.0;1191834381.0;1244794529.0;1270495211.0;1304430372.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5fertilizer_grass;kgP2O5/yr;2047971600.0;1988676000.0;2082093300.0;1873387000.0;1475562100.0;1354174500.0;1146328800.0;1186023300.0;889752700.0;1018930600.0;1038548200.0;952097660.0;1141610000.0;1288180700.0;1416556300.0;1398466600.0;1395179300.0;1414720600.0;1463975200.0;1488946000.0;1515518600.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5uptake;kgP2O5/yr;8208949312.2;9496694826.8;10631302228.0;12035791263.5;13417926098.5;14510656008.5;15132903193.2;16496685943.2;18630757012.0;20458616151.5;21944167338.0;22998969792.0;23973494978.0;24932497135.5;25952611289.5;26705978280.0;27454219429.0;27933874867.5;28406831064.0;28641125854.5;28852184287.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5uptake;kgP2O5/yr;14035763736.3;15165585761.7;16102209193.6;17019596610.4;16171582333.6;15897088842.5;16296564725.3;16667069180.6;16391296511.3;17801475543.5;17848051654.9;18351323439.9;19125932602.4;19875563533.2;20613493129.8;21250036402.8;21876076012.3;22382740534.7;22863153058.1;23223944419.5;23588861463.4
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5uptake;kgP2O5/yr;11349592197.6;12247300064.2;13492057940.9;14780514662.6;15650859168.4;16547713973.0;17703029471.8;19952169034.0;21851597723.7;24168916597.6;26826856027.4;29293668868.8;31490985265.7;33926171907.6;36332514550.5;37824643243.5;39347858695.2;40549673499.7;41810896980.2;42601806592.4;43471167024.7
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5uptake;kgP2O5/yr;33594307400.0;36909580800.0;40225572400.0;43835900800.0;45240368600.0;46955452900.0;49132496800.0;53115920500.0;56873648700.0;62429008900.0;66619077600.0;70643962500.0;74590410400.0;78734235500.0;82898628100.0;85780655800.0;88678151800.0;90866287800.0;93080876400.0;94466887500.0;95912218000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5uptake_crops;kgP2O5/yr;4365664732.2;5160105306.8;5916632908.0;7040035843.5;7972789768.5;8971156698.5;9517207433.2;10698533693.2;12860611902.0;14623417011.5;15848828018.0;16658660582.0;17432745568.0;18110079155.5;18781335439.5;19379707040.0;19992733889.0;20399246047.5;20806120244.0;21086792734.5;21371656687.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5uptake_crops;kgP2O5/yr;5682609376.3;6465504935.7;7652739743.6;8864710806.4;8629437659.56;9087232382.49;9800603283.28;10277572664.6;10464789963.3;11898352825.5;12338400156.9;12963279889.9;13547870406.4;14025655467.2;14513874495.8;14888531490.8;15269180020.3;15582788630.7;15888608056.1;16107653291.5;16342043501.4
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5uptake_crops;kgP2O5/yr;4279429402.64;4841221709.41;5417931993.91;6432591680.58;6948308506.6;7656609841.05;8524739116.34;10180041285.5;11725037623.9;13743027705.6;15483765238.4;17352314811.8;19172062711.2;21241803050.6;23347876806.0;24984435579.0;26637165889.2;27818788143.2;28962523502.2;29784332898.9;30606968279.7
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5uptake_crops;kgP2O5/yr;14327704400.0;16466833800.0;18987306400.0;22337337800.0;23550537600.0;25714995900.0;27842547800.0;31156146500.0;35050434700.0;40264796900.0;43670989600.0;46974255500.0;50152677400.0;53377539500.0;56643094100.0;59252669800.0;61899076800.0;63800822800.0;65657249400.0;66978787500.0;68320669000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5uptake_grass;kgP2O5/yr;3843284580.0;4336589520.0;4714669320.0;4995755420.0;5445136330.0;5539499310.0;5615695760.0;5798152250.0;5770145110.0;5835199140.0;6095339320.0;6340309210.0;6540749410.0;6822417980.0;7171275850.0;7326271240.0;7461485540.0;7534628820.0;7600710820.0;7554333120.0;7480527600.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5uptake_grass;kgP2O5/yr;8353154360.0;8700080826.0;8449469450.0;8154885804.0;7542144674.0;6809856460.0;6495961442.0;6389496516.0;5926506548.0;5903122718.0;5509651498.0;5388043550.0;5578062196.0;5849908066.0;6099618634.0;6361504912.0;6606895992.0;6799951904.0;6974545002.0;7116291128.0;7246817962.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5uptake_grass;kgP2O5/yr;7070162795.0;7406078354.8;8074125947.0;8347922982.0;8702550661.8;8891104132.0;9178290355.5;9772127748.5;10126560099.8;10425888892.0;11343090789.0;11941354057.0;12318922554.5;12684368857.0;12984637744.5;12840207664.5;12710692806.0;12730885356.5;12848373478.0;12817473693.5;12864198745.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5uptake_grass;kgP2O5/yr;19266603000.0;20442747000.0;21238266000.0;21498563000.0;21689831000.0;21240457000.0;21289949000.0;21959774000.0;21823214000.0;22164212000.0;22948088000.0;23669707000.0;24437733000.0;25356696000.0;26255534000.0;26527986000.0;26779075000.0;27065465000.0;27423627000.0;27488100000.0;27591549000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5_surplus_kg;kgP2O5/yr;3178081060.0;4660102120.0;7723571800.0;8645769400.0;12300062000.0;11817192700.0;13590798564.0;17876356724.0;21769801158.0;21971071240.0;21185955140.0;19215513350.0;19986144680.0;20074808100.0;20925017300.0;20268504500.0;19694721600.0;19212591300.0;18934172100.0;18440880200.0;17896375200.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5_surplus_kg;kgP2O5/yr;10481600150.0;10618499800.0;10615148550.0;7855272830.0;5904199050.0;4782108864.0;3307850180.0;2822061320.0;720378504.0;874962820.0;208333960.0;-149213590.0;-25960570.0;849461560.0;1037027370.0;1343826630.0;1212460880.0;2030604900.0;2151229860.0;2658750250.0;2542259680.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5_surplus_kg;kgP2O5/yr;3650924101.0;5387889428.0;6974492950.0;8327108986.0;9082399656.0;4894678222.0;4754337170.0;4798850450.0;4966785618.0;4977329366.0;5534481946.0;4709791644.0;6273104882.0;7047753346.0;9327972184.0;8800228576.0;10105807682.0;9745792424.0;11482052092.0;10812481654.0;11168422948.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5_surplus_kg;kgP2O5/yr;17310605000.0;20666491000.0;25313214000.0;24828154000.0;27286661000.0;21493977000.0;21652986000.0;25497270000.0;27456965000.0;27823362000.0;26928769000.0;23776094000.0;26233291000.0;27972026000.0;31290018000.0;30412558000.0;31012993000.0;30988988000.0;32567454000.0;31912112000.0;31607058000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5_surplus_agri_kg;kgP2O5/yr;3178081060.0;4660102120.0;7723571800.0;8645769400.0;12300062000.0;11817192700.0;13590798564.0;17876356724.0;21769801158.0;21971071240.0;21185955140.0;19215513350.0;19986144680.0;20074808100.0;20925017300.0;20268504500.0;19694721600.0;19212591300.0;18934172100.0;18440880200.0;17896375200.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5_surplus_agri_kg;kgP2O5/yr;10481600150.0;10618499800.0;10615148550.0;7855272830.0;5904199050.0;4782108864.0;3307850180.0;2822061320.0;720378504.0;874962820.0;208333960.0;-149213590.0;-25960570.0;849461560.0;1037027370.0;1343826630.0;1212460880.0;2030604900.0;2151229860.0;2658750250.0;2542259680.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5_surplus_agri_kg;kgP2O5/yr;3650924101.0;5387889428.0;6974492950.0;8327108986.0;9082399656.0;4894678222.0;4754337170.0;4798850450.0;4966785618.0;4977329366.0;5534481946.0;4709791644.0;6273104882.0;7047753346.0;9327972184.0;8800228576.0;10105807682.0;9745792424.0;11482052092.0;10812481654.0;11168422948.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5_surplus_agri_kg;kgP2O5/yr;17310605000.0;20666491000.0;25313214000.0;24828154000.0;27286661000.0;21493977000.0;21652986000.0;25497270000.0;27456965000.0;27823362000.0;26928769000.0;23776094000.0;26233291000.0;27972026000.0;31290018000.0;30412558000.0;31012993000.0;30988988000.0;32567454000.0;31912112000.0;31607058000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5_surplus_arable_kg;kgP2O5/yr;2629040290.0;4040589060.0;7050046900.0;7932090160.0;11522185040.0;11025836368.0;12788554640.0;17048051400.0;20945494952.0;21137471180.0;20315192570.0;18309753190.0;19051751700.0;19100176300.0;19900551700.0;19221895200.0;18628794300.0;18136216900.0;17848355400.0;17361690700.0;16827731400.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5_surplus_arable_kg;kgP2O5/yr;9288290946.0;9375630030.0;9408081600.0;6690289360.0;4826749650.0;3809272604.0;2379855620.0;1909276000.0;-126265528.0;31659300.0;-578758640.0;-918934360.0;-822827240.0;13760280.0;165653060.0;435040890.0;268618390.0;1059182330.0;1154866330.0;1642136520.0;1506999470.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5_surplus_arable_kg;kgP2O5/yr;2640900990.0;4329878184.0;5821046156.0;7134548198.0;7839177716.0;3624520300.0;3443152598.0;3402832328.0;3520134194.0;3487917004.0;3914040134.0;3003883784.0;4513258250.0;5235700268.0;7473023270.0;6965912874.0;8289994492.0;7927094374.0;9646569996.0;8981413398.0;9330680902.0
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5_surplus_arable_kg;kgP2O5/yr;14558233000.0;17746098000.0;22279174000.0;21756928000.0;24188113000.0;18459630000.0;18611562000.0;22360160000.0;24339366000.0;24657048000.0;23650476000.0;20394703000.0;22742184000.0;24349635000.0;27539229000.0;26622849000.0;27187405000.0;27122493000.0;28649794000.0;27985238000.0;27665412000.0
IMAGE-GNM;SSP5_oct2020;BRIC;iP2O5_surplus_gras_kg;kgP2O5/yr;549040670.0;619512768.0;673524234.0;713679290.0;777876564.0;791356828.0;802242184.0;828307442.0;824306268.0;833599890.0;870762768.0;905758362.0;934392724.0;974631128.0;1024467798.0;1046610318.0;1065926436.0;1076375598.0;1085815938.0;1079190314.0;1068646996.0
IMAGE-GNM;SSP5_oct2020;INDUS;iP2O5_surplus_gras_kg;kgP2O5/yr;1193307678.0;1242868672.0;1207067072.0;1164983854.0;1077449320.0;972836506.0;927994422.0;912785262.0;846643756.0;843303258.0;787093138.0;769720546.0;796865960.0;835701148.0;871374054.0;908786406.0;943842396.0;971421614.0;996363444.0;1016613086.0;1035259760.0
IMAGE-GNM;SSP5_oct2020;ROW;iP2O5_surplus_gras_kg;kgP2O5/yr;1010023201.62;1058011125.69;1153446577.62;1192560504.38;1243221539.38;1270157723.38;1311184402.75;1396018231.12;1446651373.19;1489412697.75;1620441732.5;1705907470.38;1759846110.88;1812052683.38;1854948395.62;1834315193.62;1815813159.5;1818697804.25;1835481886.5;1831067982.75;1837742778.5
IMAGE-GNM;SSP5_oct2020;WRLD;iP2O5_surplus_gras_kg;kgP2O5/yr;2752372000.0;2920392700.0;3034037200.0;3071223600.0;3098546900.0;3034351100.0;3041420800.0;3137111000.0;3117600800.0;3166315500.0;3278297600.0;3381386500.0;3491105000.0;3622384600.0;3750790100.0;3789712400.0;3825581800.0;3866494500.0;3917661400.0;3926871600.0;3941649400.0
IMAGE-GNM;SSP5_oct2020;BRIC;iLand_area_km2;km2;38898105.2;38894738.5;38889666.8;38883735.0;38877448.0;38866623.0;38853818.5;38837593.8;38819332.8;38800289.5;38799698.8;38776063.8;38776063.8;38757448.0;38757448.0;38743871.0;38743871.0;38745317.8;38745317.8;38749718.5;38749718.5
