"","vif(glmm_global)"
"scale(Rum_feed_all)",1.95824173051547
"scale(Mon_feed_water)",1.95177202558151
"scale(Plant_food_water)",1.22996367914522
"scale(Yield)",2.086040005997
"scale(NUEinc)",1.77528076294794
"scale(Delta_initial)",1.01421875906432
