"","vif(glmm_global)"
"scale(Rum_feed_water)",3.14875869560864
"scale(Mon_feed_water)",3.05404968110449
"scale(Plant_food_water)",1.11678890381983
"scale(Yield)",1.96086029749354
"scale(NUEinc)",1.72721282652697
"scale(Delta_initial)",1.03615535390452
