"","vif(glmm_global)"
"scale(Rum_feed_water)",4.27531771446037
"scale(Mon_feed_water)",4.29876955551725
"scale(Plant_food_water)",1.04993634764225
"scale(Yield)",5.95356967637473
"scale(WPinc)",5.84665280616086
