"","vif(glmm_global)"
"scale(Rum_feed_water)",3.21292649408381
"scale(Mon_feed_water)",3.07669923073608
"scale(Plant_food_water)",1.12854851761604
"scale(Yield)",1.96500722257113
"scale(NUEinc)",1.71705932247958
"scale(Delta_initial)",1.02789634367967
