"","vif(glmm_global)"
"scale(Rum_feed_water)",1.91754579135522
"scale(Mon_feed_water)",1.88142889999093
"scale(Plant_food_water)",1.13681625628364
"scale(Yield)",1.98951424507385
"scale(NUEinc)",1.72210525864312
"scale(NrecHousehold)",1.46052479975536
"scale(Delta_initial)",1.48317728204493
