"","vif(glmm_global)"
"scale(Rum_feed_water)",3.92005735567789
"scale(Mon_feed_water)",3.95447604147122
"scale(Plant_food_water)",1.07446183168334
"scale(Yield)",5.80429240337991
"scale(WUEinc)",5.63580764454163
