"","Study","ScenYear","Model","Scope","Scenario..author.code.","Cropland.scope","Initial_condition","Delta_initial","C_price_cat","Cropland","Population","Rum_meat_kcal","Non_rum_kcal","Dairy_kcal","Vegetal_kcal","Yield","FCR_FCF_ruminants","FCR_FCF_monogastrics","C_price","rstand"
"266","Heck et al. (2018)",2050,"LPJmL","Agriculture","SSP2 Optimised - constant ag productivity & diet","Agriculture",1549,30,"No",0.334323512950918,0.393232415902141,0,0.0282976458226327,0,0,0,0,-0.0734611460872129,0,-1.03532474681575
"267","Heck et al. (2018)",2050,"LPJmL","Agriculture","SSP2 Optimised - yield gap closure & constant diet","Agriculture",1549,30,"No",0.084465847368406,0.393232415902141,-0.2,0.0745282710215309,0,0,0.5659,-0.174913783167426,-0.333373389697234,0,0.966816380839881
"268","Heck et al. (2018)",2050,"LPJmL","Agriculture","SSP2 Optimised - yield gap & improved diet","Agriculture",1549,30,"No",0.226300640596589,0.393232415902141,0.0226473784008352,0.393606984698803,0.278309223001044,0.0472894839044697,0.4829,-0.174913783167426,-0.358570421946333,0,0.89866149765143
"269","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_100Org","Agriculture",1354.61,-164.39,"No",0.0220926823935463,0.369906431404335,-0.361581920903955,-0.915450427780574,-0.376378974691759,0.239108803807052,0.0951219512195123,-1,-1,0,-2.44024395559543
"275","Muller et al. (2017)",2050,"SOLm","Agriculture","0Conc_100Org_W50","Agriculture",1354.61,-164.39,"No",-0.0960929991755076,0.369906431404335,-0.470809792843691,-0.926019124308002,-0.45165476963011,0.0897252866104261,0.102439024390244,-1,-1,0,-2.49039117030452
"294","Muller et al. (2017)",2050,"SOLm","Agriculture","50Conc_100Org","Agriculture",1354.61,-164.39,"No",0.209507621673347,0.369906431404335,-0.346516007532957,-0.919476597886261,-0.356262167423751,0.175816569327277,0.346341463414634,-0.469041273524706,-0.436744042684749,0,2.23251605086441
"304","Muller et al. (2017)",2050,"SOLm","Agriculture","50Conc_20Org_W50","Agriculture",1354.61,-164.39,"No",-0.144793366482853,0.369906431404335,-0.256120527306968,-0.604932058379467,-0.217391304347826,0.0345662989400823,0.270731707317073,-0.522187577666824,-0.493169983467902,0,-1.87315220453692
"308","Muller et al. (2017)",2050,"SOLm","Agriculture","50Conc_20Org_CCyes","Agriculture",1354.61,-164.39,"No",0.376847191841084,0.369906431404335,-0.133709981167608,-0.53749370910921,-0.140817650876054,0.177893142980748,0.226829268292683,-0.461973328119915,-0.366096645088311,0,2.47511567121994
"313","Muller et al. (2017)",2050,"SOLm","Agriculture","50Conc_20Org_W50_CCyes","Agriculture",1354.61,-164.39,"No",0.25768380365578,0.369906431404335,-0.282485875706215,-0.600905888273779,-0.243348475016223,0.0336577979666883,0.234146341463415,-0.466279858173555,-0.371132052415107,0,2.46282656182334
"321","Muller et al. (2017)",2050,"SOLm","Agriculture","100Conc_100Org_W50","Agriculture",1354.61,-164.39,"No",0.306322631274579,0.369906431404335,-0.00564971751412435,0.137393054856568,0.0538611291369242,-0.0798615617564352,0.150536425853659,-0.0550800449966812,-0.0584748233074479,0,1.80787788263179
"329","Searchinger et al. (2018)",2050,"GlobAgri-WRR","Agriculture","BAU","Agriculture",1547,28,"No",0.116992663781217,0.4,0.330691395530922,0.210651853179383,0.196211957558725,0.0939115524024736,0.260944706777517,0.354828257564322,-0.18335064307571,0,0.41816767989257
"331","Searchinger et al. (2018)",2050,"GlobAgri-WRR","Agriculture","Highly ambitious","Agriculture",1547,28,"No",-0.123699013849117,0.328571428571429,-0.0905417357341594,0.207680342155206,0.189371022930581,0.0618370464613462,0.318432671081678,0.151158126295425,-0.190877135637887,0,-0.827099155836381
"332","Searchinger et al. (2018)",2050,"GlobAgri-WRR","Agriculture","Breakthrough technologies","Agriculture",1547,28,"No",-0.260685002947771,0.328571428571429,-0.119484889956268,0.165659709794908,0.15481435224584,0.0291102380025698,0.469922737306843,0.144851143211294,-0.191202977823154,0,-0.742456176158509
"527","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-yield gap closed_Diet-RICH+bau (0.7+G+YGC+RICH+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",0.309340333742749,0.535202016862291,1.46020408163265,0.934970414740139,2.05375,0.17208204675783,0.771535580524345,0.0228823192481205,0.117792989120375,0,2.06552863233652
"530","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-yield gap closed_Diet-RICH+mono (0.7+G+YGC+RICH+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.430952227368576,0.535202016862291,-1,3.52071253474966,-1,0.17208204675783,0.771535580524345,-1,0.117792989120375,0,1.83583604046885
"532","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-high yield_Diet-BAU+rumi (0.7+G+HY+BAU+rumi)","Agriculture",1341.34687562195,-177.65312437805,"No",0.210392594303449,0.535202016862291,1.94020408163265,-1,1.34358333333333,0.120017644464049,0.539325842696629,0.305572065235138,-1,0,1.74944011134028
"534","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-FAO yield_Diet-BAU+rumi (0.7+G+FAO+BAU+rumi)","Agriculture",1341.34687562195,-177.65312437805,"No",0.291859889630838,0.535202016862291,1.94020408163265,-1,1.34358333333333,0.120017644464049,0.411985018726592,0.305572065235138,-1,0,1.57971490978022
"536","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-yield gap closed_Diet-BAU+bau (0.7+G+YGC+BAU+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",0.104705828166947,0.535202016862291,0.415510204081633,0.0180549833038908,0.368416666666667,0.120017644464049,0.771535580524345,0.171052535229477,0.117792989120375,0,2.08995775147581
"540","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-yield gap closed_Diet-BAU+mono (0.7+G+YGC+BAU+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.127854487657777,0.535202016862291,-1,1.25817633582262,-1,0.120017644464049,0.771535580524345,-1,0.117792989120375,0,2.07214865425663
"547","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-high yield_Diet-MEAT+mono (0.7+G+HY+MEAT+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.201783906416881,0.535202016862291,-1,2.17289578548076,-1,-0.126594618438465,0.539325842696629,-1,0.117792989120375,0,1.544374910717
"550","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-high yield_Diet-VEGET+rumi (0.7+G+HY+VEGET+rumi)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.284496484952221,0.535202016862291,-1,-1,1.92158333333333,0.00587560652845176,0.539325842696629,-1,0.117792989120375,0,-1.75814237212099
"552","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-FAO yield_Diet-VEGET+rumi (0.7+G+FAO+VEGET+rumi)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.203175617410885,0.535202016862291,-1,-1,1.92158333333333,0.00587560652845176,0.411985018726592,-1,0.117792989120375,0,-1.92955277033129
"553","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-organic yields_Diet-VEGET+rumi (0.7+G+Org+VEGET+rumi)","Agriculture",1341.34687562195,-177.65312437805,"No",0.0177365658078539,0.535202016862291,-1,-1,1.92158333333333,0.00587560652845176,0.119850187265918,-1,0.117792989120375,0,-1.92743449642075
"554","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-high yield_Diet-VEGET+bau (0.7+G+HY+VEGET+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.229770295381375,0.535202016862291,-1,-0.741892162180109,1.51641666666667,0.00587560652845176,0.539325842696629,-1,0.117792989120375,0,-1.32786692590403
"556","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-FAO yield_Diet-VEGET+bau (0.7+G+FAO+VEGET+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.148293331236316,0.535202016862291,-1,-0.741892162180109,1.51641666666667,0.00587560652845176,0.411985018726592,-1,0.117792989120375,0,-1.4974808517316
"557","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-organic yields_Diet-VEGET+bau (0.7+G+Org+VEGET+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",0.0713715700545043,0.535202016862291,-1,-0.741892162180109,1.51641666666667,0.00587560652845176,0.119850187265918,-1,0.117792989120375,0,-1.50971719850812
"559","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-grain_Crop-yield gap closed_Diet-VEGET+mono (0.7+G+YGC+VEGET+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.000121604979924833,0.535202016862291,-1,0.861454377059878,-1,0.00587560652845176,0.771535580524345,-1,0.117792989120375,0,2.09730150954686
"562","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-high yield_Diet-RICH+mono (0.7+R+HY+RICH+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.326014757029733,0.535202016862291,-1,3.52071253474966,-1,0.17208204675783,0.539325842696629,-1,-0.169076836060681,0,-1.51716635620453
"564","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-FAO yield_Diet-RICH+mono (0.7+R+FAO+RICH+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.395605471315467,0.535202016862291,-1,3.52071253474966,-1,0.17208204675783,0.411985018726592,-1,-0.169076836060681,0,-1.82357582464604
"577","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-yield gap closed_Diet-MEAT+mono (0.7+R+YGC+MEAT+mono)","Agriculture",1341.34687562195,-177.65312437805,"No",0.110676914340907,0.535202016862291,-1,2.17289578548076,-1,-0.126594618438465,0.771535580524345,-1,-0.169076836060681,0,2.38896702419019
"583","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-high yield_Diet-VEGET+bau (0.7+R+HY+VEGET+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.298616432757307,0.535202016862291,-1,-0.741892162180109,1.51641666666667,0.00587560652845176,0.539325842696629,-1,-0.169076836060681,0,-2.24629252103085
"585","Theurl et al. (2020)",2050,"BioBaM","Agriculture","Feed-rough_Crop-FAO yield_Diet-VEGET+bau (0.7+R+FAO+VEGET+bau)","Agriculture",1341.34687562195,-177.65312437805,"No",-0.220145006929872,0.535202016862291,-1,-0.741892162180109,1.51641666666667,0.00587560652845176,0.411985018726592,-1,-0.169076836060681,0,-2.45049635114887
"594","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","BAU-2050 - all measures","Agriculture",1549.1997,30.1996999999999,"No",-0.0327005848131865,0.404558823529412,0.420525531340113,0.357338605397147,0.48651377012485,0.0187678221988221,0.585489283015361,-0.374488251707236,-0.158404905430569,0,-2.42056805473634
"595","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","Med - all measures","Agriculture",1549.1997,30.1996999999999,"No",-0.279361848515603,0.404558823529412,-0.51497476340694,-0.119583413141838,0.789560185185185,-0.253239859137695,0.585489283015361,-0.586862116307637,-0.25368325654858,0,-2.38742592281464
"596","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","Pesc - all measures","Agriculture",1549.1997,30.1996999999999,"No",-0.296641215871685,0.404558823529412,-1,-0.27226695265495,0.230462962962963,-0.232301955036866,0.585489283015361,-0.633965158576675,0.056672496511901,0,-2.11203731478934
"597","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","Veg - all measures","Agriculture",1549.1997,30.1996999999999,"No",-0.263207796782322,0.404558823529412,-1,-0.408926051282458,0.757563657407408,-0.182442629444244,0.585489283015361,-0.633965158576675,-0.631102353451704,0,-2.46085072827114
"598","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","BAU-2050 - High yield gap closure","Agriculture",1549.1997,30.1996999999999,"No",0.416279243897113,0.404558823529412,0.469002617725039,0.409131304560878,0.532488422809124,0.066772588689866,0.585489283015361,0.00982007880214231,0.0553673896185047,0,2.05514173687327
"599","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","Med - high yield gap closure","Agriculture",1549.1997,30.1996999999999,"No",0.144034222744699,0.404558823529412,-0.498422712933754,-0.0871791590223614,0.844907407407408,-0.218052208521146,0.585489283015361,-0.333034330851808,-0.091432821024073,0,2.00163379128131
"626","Tilman & Clark (2014)",2050,"Tilman & Clark (2014)","Food","BAU-2050 - high waste + high yield gap closure","Agriculture",1549.1997,30.1996999999999,"No",0.331575735246002,0.404558823529412,0.420525531340113,0.357338605397147,0.48651377012485,0.0187678221988221,0.585489283015361,0.00982007880214231,0.0553673896185047,0,1.56113837166646
"664","Weindl et al. (2017)",2050,"MAgPIE 3","Agriculture","SSP2-Catch up+Static WP","Agriculture",1389,-130,"No",0.352490535553469,0.337285016232746,0.375,0.462121212121212,0.4625,0.0425146992311172,0.40906935,0.548357043546593,-0.13801563129116,0,2.49917127020629
